"initial"	"last"	"count"	"total"	"flag"	"min"	"max"	"mean"	"percentile_5"	"percentile_95"	"lower"	"upper"	"left"	"right"	"potential"	"score"
33110908	33112720	12	628	0	0	0.3125	0.00204703963122605	0	0	0.00840054598629496	0.0298160145232592	0	0	0	0
33111893	33112720	577	577	0	0	1	0.966145833333333	1	1	1	1	0	0	0	0
33112932	33118064	333	333	0	0	1	0.932291666666667	0	1	1	1	0	0	0	0
33118264	33119828	0	0	NA	0	0.161290322580645	0.00295586511949425	0	0	0	0	0	-1764	0	0
33118264	33126080	574	574	0	0	1	0.957981634880506	0.878484320557491	1	1	1	0	0	0	0
33119926	33126080	0	0	NA	0	1	0.0208333333333333	0	0	0	0	-1662	0	0	0
33126241	33127372	484	484	0	0	1	0.940104166666667	0	1	1	1	0	0	0	0
33127547	33128928	389	389	0	0	1	0.877246732026144	0	1	1	1	0	0	0	0
33127631	33128928	0	0	NA	0	0.137254901960784	0.000357434640522876	0	0	0	0	-84	0	0	0
33129084	33129650	0	0	NA	0	1	0.00260416666666667	0	0	0	0	1206	-722	0	0
33130290	33142309	592	592	0	0	1	0.934895833333333	0	1	1	1	0	0	0	0
33142374	33158685	0	0	NA	0	0.0888888888888889	0.000231481481481481	0	0	0	0	0	-99	0	0
33142374	33165336	621	621	0	0	1	0.892997685185185	0	1	1	1	0	0	0	0
33165419	33167550	550	550	0	0	1	0.950520833333333	1	1	1	1	0	0	0	0
33167623	33173880	0	0	NA	0	0.3125	0.0028575225943647	0	0	0	0	0	-6330	0	0
33167623	33205818	13	586	0	0	1	0.0089097580214044	0	0	0.0102592935658346	0.0341093071167592	0	0	0	0
33167623	33230336	0	0	NA	0	0.352941176470588	0.0127359866141686	0	0.15563909774436	0	0	0	-24518	0	0
33167623	33285469	498	586	0	0	1	0.734097842790957	0	1	0.820904865223923	0.878753837847749	0	0	0	0
33167623	33350289	75	586	0	0	1	0.056503056645772	0	0.3525	0.10093737831774	0.155035317927994	0	0	0	0
33174062	33285469	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-6439	0	0	0
33175347	33285469	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-7724	0	0	0
33206079	33285469	18	18	0	0	1	0.00260416666666667	0	0	1	1	-72	0	0	0
33276208	33285469	0	0	NA	0	1	0.0130208333333333	0	0	0	0	0	0	0	0
33281304	33285469	12	12	0	0	1	0.0130208333333333	0	0	1	1	4404	0	0	0
33349217	33350289	0	0	NA	0	1	0.0182291666666667	0	0	0	0	0	0	0	0
35774700	35793365	52	52	0	0	1	0.427083333333333	0	1	1	1	0	0	0	0
35788286	35793365	0	0	NA	0	1	0.0390625	0	0	0	0	0	0	0	0
35793480	35805698	68	68	0	0	1	0.375	0	1	1	1	0	0	0	0
35805780	35808223	70	70	0	0	1	0.403645833333333	0	1	1	1	0	0	0	0
35808321	35809017	66	66	0	0	1	0.471354166666667	0	1	1	1	0	0	0	0
35809096	35810834	73	73	0	0	1	0.40625	0	1	1	1	0	0	0	0
35810969	35822728	79	79	0	0	1	0.450520833333333	0	1	1	1	0	0	0	0
35822876	35827634	120	120	0	0	1	0.380208333333333	0	1	1	1	0	0	0	0
35827755	35828249	95	95	0	0	1	0.455729166666667	0	1	1	1	0	0	0	0
35828308	35836032	84	84	0	0	1	0.3359375	0	1	1	1	0	0	0	0
35836142	35839091	106	106	0	0	1	0.369791666666667	0	1	1	1	0	0	0	0
35839177	35854498	81	81	0	0	1	0.358110881110646	0	1	1	1	0	0	0	0
35840109	35854498	0	0	NA	0	0.232558139534884	0.00111809085197097	0	0	0	0	-932	0	0	0
35841514	35854498	0	0	NA	0	0.0560747663551402	0.000146028037383178	0	0	0	0	-2337	0	0	0
35850777	35854498	54	54	0	0	1	0.263020833333333	0	1	1	1	0	0	0	0
35854594	35855509	33	137	0	0	1	0.166316645510604	0	1	0.169270003745881	0.312481821071637	0	0	0	0
35854594	35871223	104	137	0	0	1	0.299829187822729	0	1	0.687518178928363	0.830729996254119	0	0	0	0
35871341	35947357	84	84	0	0	1	0.3125	0	1	1	1	0	0	0	0
35947458	36111868	62	62	0	0	1	0.421875	0	1	1	1	0	0	0	0
36068895	36111868	0	0	NA	0	1	0.0104166666666667	0	0	0	0	43321	0	0	0
36112216	36125761	93	93	0	0	1	0.361979166666667	0	1	1	1	0	0	0	0
36126157	36131113	20	20	0	0	1	0.1640625	0	1	1	1	0	0	0	0
36169055	36170530	0	0	NA	0	1	0.0546875	0	1	0	0	0	0	0	0
36170788	36173691	0	0	NA	0	1	0.0572916666666667	0	1	0	0	0	0	0	0
36173811	36174475	0	0	NA	0	1	0.0677083333333333	0	1	0	0	0	0	0	0
36174568	36174721	14	14	0	0	1	0.0520833333333333	0	0.849999999999966	1	1	0	0	0	0
36174870	36189945	0	0	NA	0	1	0.078125	0	1	0	0	0	0	0	0
36190057	36191794	0	0	NA	0	1	0.0338541666666667	0	0	0	0	0	0	0	0
36191895	36193620	0	0	NA	0	1	0.0286458333333333	0	0	0	0	0	0	0	0
36193726	36193805	12	12	0	0	1	0.0182291666666667	0	0	1	1	0	0	0	0
36193868	36201878	18	18	0	0	1	0.0130208333333333	0	0	1	1	0	0	0	0
36202094	36248605	0	0	NA	0	1	0.0234375	0	0	0	0	0	0	0	0
36227382	36248605	0	0	NA	0	1	0.0182291666666667	0	0	0	0	0	0	0	0
36231293	36248605	11	11	0	0	1	0.0078125	0	0	1	1	0	0	0	0
36248683	36253802	13	13	0	0	1	0.208333333333333	0	1	1	1	0	0	0	0
36253857	36254044	19	19	0	0	1	0.263020833333333	0	1	1	1	0	0	0	0
36254144	36283468	10	10	0	0	1	0.0677083333333333	0	1	1	1	0	0	0	0
36256168	36283468	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-2024	0	0	0
36281261	36283468	27	27	0	0	1	0.0364583333333333	0	0	1	1	0	0	0	0
36283407	36283591	0	0	NA	0	1	0.0078125	0	0	0	0	0	0	0	0
36283510	36283591	35	35	0	0	1	0.299479166666667	0	1	1	1	0	0	0	0
36283703	36295777	13	35	0	0	1	0.159656308679746	0	1	0.211348591418578	0.531508551438565	0	0	0	0
36283703	36297636	22	35	0	0	1	0.10857285798692	0	1	0.468491448561435	0.788651408581422	0	0	0	0
36295858	36297636	19	19	0	0	1	0.151041666666667	0	1	1	1	0	0	0	0
36304633	36312144	3303	3303	0	1	1	1	1	1	1	1	0	0	0	0
36312236	36312318	2432	2432	0	1	1	1	1	1	1	1	0	0	0	0
36312478	36313967	13	2075	0	0	0.205882352941176	0.0149407899215133	0	0.108016304347826	0.00287001999898939	0.00966010048293832	0	0	0	0
36312478	36314226	2062	2075	0	0.794117647058823	1	0.984902213995609	0.891983695652174	1	0.990339899517062	0.997129980001011	0	0	0	0
36312478	36326574	0	0	NA	0	0.033112582781457	0.000156996082877435	0	0	0	0	0	0	0	0
36314083	36314226	0	0	NA	0	1	0.0833333333333333	0	1	0	0	0	0	0	0
36314422	36326574	3960	3971	0	1	1	1	1	1	0.99559517130055	0.998864662494464	0	0	1	0
36316393	36321808	11	3971	2	0	0	NA	NA	NA	0.00113533750553606	0.00440482869945009	-1951	4114	1	0.00277008310249307
36326699	36327868	14	3293	0	0	0.166666666666667	0.00614958679816313	0	0.043785020011435	0.00202913981740763	0.00647374508997166	0	-1294	0	0
36326699	36329361	3239	3293	0	0.833333333333333	1	0.990581035024675	0.945810276679842	1	0.979263766074772	0.987939392139622	0	0	0	0
36326699	36329391	40	3293	0	0	0.104166666666667	0.00326937817716145	0	0.0299829278702517	0.00840552364208905	0.0158884332361375	0	-30	0	0
36327991	36329361	19	19	0	0	1	0.00260416666666667	0	0	1	1	-1292	0	0	0
36329518	36331398	2540	2540	0	1	1	1	1	1	1	1	0	0	0	0
36331572	36335020	0	0	NA	0	0.0182370820668693	4.74924012158055e-05	0	0	0	0	25	0	0	0
36331597	36335020	1746	1746	0	0.943231441048035	1	0.999804672809847	1	1	1	1	0	0	0	0
36331597	36335116	0	0	NA	0	0.0567685589519651	0.000147834788937409	0	0	0	0	0	-96	0	0
36335747	36336012	0	0	NA	0	0.0359281437125748	9.3562874251497e-05	0	0	0	0	86	274	0	0
36335833	36336286	399	2752	0	0	0.736842105263158	0.182911205276988	0	0.39575221238938	0.131830768441284	0.158140161791274	0	0	0	0
36335833	36345482	0	0	NA	0	0.0340136054421769	0.000315897083955191	0	0	0	0	0	42	0	0
36335833	36345524	0	0	NA	0	0.0925925925925926	0.00097111253958787	0	0	0	0	0	0	0	0
36335833	36346224	2049	2752	0	0	1	0.579761038287333	0.304528985507246	1	0.728255255145991	0.760843582063311	0	0	0	0
36335833	36346239	91	2752	0	0	0.416666666666667	0.029684182881203	0	0.163095238095237	0.026386089850316	0.0397476310799166	0	-15	0	0
36335833	36346313	26	2752	0	0	0.0679611650485437	0.00157458977886476	0	0	0.00583330094078627	0.013062047896423	0	0	0	0
36335833	36346581	187	2752	0	0	1	0.191667577944483	0	0.426785714285714	0.0585479823910902	0.0773531803996075	0	0	0	0
36336359	36345482	0	0	NA	0	0.116279069767442	0.00030281007751938	0	0	0	0	0	42	0	0
36336359	36345524	10	355	0	0	1	0.00553727001205332	0	0	0.0109573409708844	0.0453806871981297	0	0	0	0
36336359	36346224	228	355	0	0	1	0.115094800857414	0	1	0.592390013470924	0.692117028782597	0	0	0	0
36336359	36346239	41	355	0	0	0.263157894736842	0.00068530701754386	0	0	0.0822445927013537	0.148741322791604	0	-15	0	0
36336359	36346581	76	355	0	0	1	0.22994231203547	0	1	0.171414527017553	0.256754487066954	0	0	0	0
36848820	36853418	191	191	0	0	1	0.388020833333333	0	1	1	1	0	0	0	0
36853676	36862723	0	0	NA	0	0.131578947368421	0.00034265350877193	0	0	0	0	0	2813	0	0
36853676	36865536	181	181	0	0	1	0.450178179824561	0	1	1	1	0	0	0	0
36865759	36867272	137	184	0	0	1	0.283512288429575	0	1	0.681550999636339	0.807579435146269	0	0	0	0
36865759	36872657	47	184	0	0	1	0.0133627115704251	0	0	0.192420564853731	0.318449000363661	0	0	0	0
36867384	36872657	138	138	0	0	1	0.440104166666667	0	1	1	1	0	0	0	0
36872916	36879277	183	183	0	0	1	0.3359375	0	1	1	1	0	0	0	0
36879876	36920115	28	28	0	0	1	0.0286458333333333	0	0	1	1	0	0	0	0
36950058	36952513	1299	1299	0	1	1	1	1	1	1	1	0	0	0	0
36952600	36965574	1369	1422	0	0.857142857142857	1	0.99618402559726	0.960671709425544	1	0.952882857298165	0.972574245374127	0	0	0	0
36952600	36971976	23	1422	0	0	0.142857142857143	0.0037746384239035	0	0.0393282905744561	0.00961779073653158	0.0227310137641717	0	0	0	0
36952600	36985626	0	0	NA	0	0.0158730158730159	4.13359788359788e-05	0	0	0	0	0	0	0	0
36952600	36989483	30	1422	0	0	0	NA	NA	NA	0.0136276256984042	0.0285664671286	0	0	1	0
36965727	36967671	29	1161	0	0	0.115384615384615	0.00269615695729714	0	0.0246132286995515	0.0160014931120771	0.0339554405657868	0	0	0	0
36965727	36971976	1132	1161	0	0.884615384615385	1	0.997303843042703	0.975386771300448	1	0.966044559434213	0.983998506887923	0	0	0	0
36967808	36971976	27	27	0	0	1	0.03125	0	0	1	1	249	0	0	0
36972037	36975760	0	0	NA	0	0.113636363636364	0.00135602492732065	0	0	0	0	0	-3784	0	0
36972037	36985626	1092	1137	0	0.811594202898551	1	0.982800220543964	0.895529270248597	1	0.949089475118243	0.971754852058538	0	0	0	0
36972037	36989483	45	1137	0	0	0.188405797101449	0.0158437545287159	0	0.0979674796747967	0.0282451479414619	0.0509105248817571	0	0	0	0
36983568	36985626	0	0	NA	0	1	0.00520833333333333	0	0	0	0	2173	0	0	0
36985741	36989483	1757	1757	0	1	1	1	1	1	1	1	0	0	0	0
36989577	36993603	2666	2666	0	1	1	1	1	1	1	1	0	0	0	0
36993673	36994988	2444	2544	0	0.866666666666667	1	0.993146504632662	0.945851391423358	1	0.953140362414565	0.968243285384177	0	0	0	0
36993673	36995424	100	2544	0	0	0.133333333333333	0.00634640605321383	0	0.0461245401996847	0.0317567146158232	0.0468596375854347	0	0	0	0
36993673	36995426	0	0	NA	0	0.0759493670886076	0.000507089314124703	0	0	0	0	0	-2	0	0
36995036	36995424	2287	2287	0	0.905660377358491	1	0.999486787549071	1	1	1	1	0	0	0	0
36995036	36995426	0	0	NA	0	0.0943396226415094	0.000513212450928598	0	0	0	0	0	-2	0	0
36995597	36999234	2303	2303	0	1	1	1	1	1	1	1	0	0	0	0
37009807	37010551	0	0	NA	0	0.0731707317073171	0.000190548780487805	0	0	0	0	3	0	0	0
37009810	37010551	210	800	0	0	0.846153846153846	0.483890817806057	0.28125	0.673913043478261	0.232010047761599	0.292989952238401	0	0	0	0
37009810	37012191	590	800	0	0.153846153846154	1	0.515918633413455	0.326086956521739	0.71875	0.707010047761599	0.767989952238401	0	0	0	0
37010656	37012191	213	213	0	0	1	0.981770833333333	1	1	1	1	0	0	0	0
37012298	37017244	794	816	0	0.878048780487805	1	0.996853982327309	0.973926380368098	1	0.961925931380119	0.98415249999243	0	0	0	0
37012298	37019341	22	816	0	0	0.121951219512195	0.0030932305105288	0	0.0201013513513505	0.0158475000075698	0.0380740686198811	0	0	0	0
37012321	37017244	0	0	NA	0	0.0202702702702703	5.27871621621622e-05	0	0	0	0	-23	0	0	0
37017326	37019341	13	989	0	0	0	NA	NA	NA	0.00604622726372642	0.0202429537271735	3	0	1	0.0131445904954499
37017329	37019341	122	989	0	0	0.636363636363636	0.131846126983361	0	0.27573275862069	0.102861776336461	0.143852076039676	0	0	0	0
37017365	37019341	854	989	0	0	1	0.865549706349973	0.720620689655172	1	0.842101258312595	0.884895708320368	0	0	0	0
37019398	37021447	1028	1038	0	0	1	0.997062178629101	1	1	0.984423760926996	0.996308416336973	0	0	0	0
37019398	37022010	10	1038	0	0	0.0943396226415094	0.000333654704232534	0	0	0.00369158366302713	0.0155762390730037	0	0	0	0
37021532	37022010	0	0	NA	0	0.0531914893617021	0.000138519503546099	0	0	0	0	71	0	0	0
37021603	37022010	765	765	0	0	1	0.997257313829787	1	1	1	1	0	0	0	0
37022081	37024034	493	996	0	0	1	0.429377409307255	0.152190847127556	0.666256830601093	0.463928996562795	0.526030842794635	0	0	0	0
37022318	37024034	288	996	0	0	0.410526315789474	0.115603036330837	0	0.28804945054945	0.261000044317925	0.317313208694123	0	0	0	0
37023045	37024034	215	996	0	0	1	0.449811221028575	0.167090395480226	0.789234449760766	0.190312223855117	0.241414683775405	0	0	0	0
37024194	37024339	1919	1919	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
37024443	37025319	1427	1468	0	0	1	0.960000253810249	0.778678678678679	1	0.963641944657889	0.980499744715408	0	0	0	0
37024443	37026203	41	1468	0	0	0.470588235294118	0.0373955795230847	0	0.215362731152205	0.019500255284592	0.036358055342111	0	0	0	0
37025438	37026203	1596	1596	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
37026237	37026789	1649	1649	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
37026817	37028147	1796	1796	0	0	1	0.994791666666667	1	1	1	1	0	0	0	0
37028306	37029764	1050	1075	0	0	1	0.997198845769011	1	1	0.967734533791819	0.985753838301204	0	0	0	0
37028306	37031566	25	1075	0	0	0.0454545454545455	0.00019698756432247	0	0	0.0142461616987958	0.032265466208181	0	0	0	0
37029837	37031566	1290	1290	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
37031624	37031738	1391	1391	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
37031896	37033448	1266	1266	0	0	1	0.996910910449292	1	1	1	1	0	0	0	0
37031896	37040404	0	0	NA	0	0.0714285714285714	0.00048492288404129	0	0	0	0	0	-1	0	0
37033589	37040404	1344	1344	0	0	1	0.997395833333333	1	1	1	1	0	-1	0	0
37040459	37040575	1377	1377	0	0	1	0.994791666666667	1	1	1	1	0	0	0	0
37040693	37044077	1345	1345	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
37044182	37045246	1579	1579	0	0	1	0.994481646825397	1	1	1	1	0	0	0	0
37044182	37047534	0	0	NA	0	0.119047619047619	0.000310019841269841	0	0	0	0	0	0	0	0
37045374	37047345	12	1257	0	0	0.2	0.000914634146341463	0	0	0.00417092071002767	0.0149221580489222	0	0	0	0
37045374	37047534	944	1257	0	0	1	0.74235740921413	0.542234848484848	1	0.72708818867626	0.774900673694464	0	0	0	0
37045377	37047534	301	1257	0	0	1	0.238498789972862	0	0.433850931677018	0.215866997427253	0.263051061443073	0	0	0	0
37047409	37047534	18	18	0	0	1	0.0182291666666667	0	0	1	1	0	0	0	0
37047602	37047877	1151	1151	0	0	1	0.994791666666667	1	1	1	1	0	0	0	0
37047937	37048563	1185	1438	0	0	1	0.849175011037534	0.45	1	0.804380648515322	0.843741743696083	1	0	0	0
37047937	37051487	253	1438	0	0	1	0.132595822295799	0	0.497413793103448	0.156258256303917	0.195619351484678	1	0	0	0
37048600	37051487	1049	1049	0	0	1	0.9609375	1	1	1	1	1	0	0	0
37051584	37054134	95	1554	0	0	0.0517241379310345	0.000134698275862069	0	0	0.0492209913801185	0.0730441308850037	0	-2593	0	0
37051584	37054138	47	1554	0	0	0	NA	NA	NA	0.0217295213728595	0.038759539116201	0	-2597	1	0.0302445302445302
37051584	37059194	16	1554	0	0	0.181818181818182	0.00110972633422346	0	0	0.00527700436699653	0.0153150162250241	0	0	0	0
37051584	37059479	95	1554	0	0	0.375	0.0076582149935371	0	0	0.0492209913801185	0.0730441308850037	0	0	0	0
37051584	37059558	1301	1554	0	0	1	0.936409860396377	0	1	0.818838319886079	0.855550354502596	0	0	0	0
37054297	37059558	142	142	0	0	1	0.00260416666666667	0	0	1	1	-2650	0	0	0
37563371	37564518	18662	18662	0	0	1	0.994791666666667	1	1	1	1	0	0	0	0
37564561	37567391	15	20574	0	0	0.00786163522012579	3.98377157030762e-05	0	0	0.000360246931537022	0.00109790413291326	0	1291	0	0
37564561	37567781	11	20574	0	0	0	NA	NA	NA	0.000218778722151262	0.000850532058445608	0	901	1	0.000534655390298435
37564561	37569299	6581	20574	0	0	0.573333333333333	0.193404927980786	0	0.39910447761194	0.313496218833369	0.326243258176449	0	0	0	0
37564561	37569743	13967	20574	0	0	1	0.795927134455513	0.592205423848462	1	0.672486368837522	0.685246692307612	0	0	0	0
37564604	37569299	0	0	NA	0	0.00482625482625483	3.70109402258953e-05	0	0	0	0	-43	0	0	0
37564604	37569743	0	0	NA	0	0.0241379310344828	0.000174422241105592	0	0	0	0	-43	0	0	0
37565497	37569299	41	75	0	0	1	0.0294326636904762	0	0	0.433999969493758	0.659333363839575	0	0	0	0
37565497	37569743	0	0	NA	0	1	0.00970238095238095	0	0	0	0	0	0	0	0
37567488	37569299	13	75	0	0	0.375	0.00149739583333333	0	0	0.087662755298977	0.25900391136769	1896	0	0	0
37567488	37569743	0	0	NA	0	0.5	0.00304315476190476	0	0	0	0	1896	0	0	0
37567864	37569299	21	75	0	0	1	0.00580357142857143	0	0	0.178381985848965	0.381618014151035	1520	0	0	0
37569354	37569743	77	6093	0	0	0	NA	NA	NA	0.0098326096613792	0.0154422959680316	30	0	1	0.0126374528147054
37569384	37569743	6016	6093	0	0	1	0.919270833333333	0	1	0.984557704031968	0.990167390338621	0	0	0	0
37569822	37570579	19530	20180	0	0	1	0.981816431956295	0.965265435478437	1	0.965353863807692	0.970225918154647	0	0	0	0
37569822	37571368	11	20180	0	0	0	NA	NA	NA	0.000223051901275086	0.000867136403977639	0	0	1	0
37569822	37577752	639	20180	0	0	0.118279569892473	0.00776690137703812	0	0.0309719737626714	0.0292490080792657	0.0340810216531426	0	0	0	0
37570668	37571366	0	0	NA	0	0.00171408981830648	4.46377556850646e-06	0	0	0	0	2	2	0	0
37570670	37571368	13911	21018	0	0	1	0.746569114443103	0.557661290322581	0.992380952380951	0.655465514082881	0.668257009468361	0	0	0	0
37570670	37574571	331	21018	0	0	0.0304487179487179	0.000411201875254242	0	0	0.0140652215477463	0.0174315907084151	0	0	0	0
37570670	37577752	6776	21018	0	0	1	0.239994386572741	0	0.414357298474945	0.316071436509126	0.32870922768347	0	0	0	0
37571399	37571428	142	12358	5	0	0	NA	NA	NA	0.00961146456736576	0.0133696003298668	60	-60	1	0.0114905324486163
37571429	37574571	250	12358	0	0	0	NA	NA	NA	0.017747592220848	0.0227120290770966	30	0	1	0.0202298106489723
37571429	37577752	12	12358	0	0	0	NA	NA	NA	0.000421885265392151	0.00152017655690919	30	0	1	0.000971030911150672
37571459	37574571	923	12358	0	0	0.205882352941176	0.0137593245262169	0	0.0710916442048517	0.0700534290954386	0.079323492736573	0	0	0	0
37571459	37577752	11031	12358	0	0	1	0.95759484214045	0.845186781609195	1	0.88716162266688	0.898078707483629	0	0	0	0
37574653	37577752	879	879	0	0	1	0.247395833333333	0	1	1	1	0	0	0	0
37577799	37578843	18233	18233	0	0	1	0.986979166666667	1	1	1	1	0	0	0	0
37578632	37578843	0	0	NA	0	1	0.0338541666666667	0	0	0	0	280	0	0	0
37578912	37579018	16249	16249	0	0	1	0.979166666666667	1	1	1	1	0	0	0	0
37579122	37579228	12320	12320	0	0	1	0.986979166666667	1	1	1	1	0	0	0	0
37579312	37579860	33	16716	0	0	0	NA	NA	NA	0.00130125487889948	0.00264705811463964	48	0	1	0.00197415649676956
37579360	37579860	16683	16716	0	0	1	0.9921875	1	1	0.99735294188536	0.9986987451211	0	0	0	0
37579980	37580560	0	0	NA	0	0.00387596899224806	1.0093669250646e-05	0	0	0	0	12	0	0	0
37579992	37580560	14879	14879	0	0	1	0.992177406330749	1	1	1	1	0	0	0	0
37580698	37582365	10245	10245	0	0	1	0.9921875	1	1	1	1	0	0	0	0
37582515	37583968	15656	15656	0	0	1	0.989583333333333	1	1	1	1	0	0	0	0
37584104	37584715	15157	15157	0	0	1	0.981770833333333	1	1	1	1	0	0	0	0
37584929	37586138	15937	15937	0	0	1	0.986979166666667	1	1	1	1	0	0	0	0
37586281	37586781	21147	21147	0	0	1	0.986979166666667	1	1	1	1	0	0	0	0
37586929	37587821	16456	16456	0	0	1	0.979166666666667	1	1	1	1	0	0	0	0
37587987	37588175	0	0	NA	0	0.0909090909090909	0.000769281288236859	0	0	0	0	0	-354	0	0
37587987	37590371	14923	14923	0	0	1	0.97839738537843	1	1	1	1	0	0	0	0
37588247	37590371	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-260	0	0	0
37590530	37592099	13427	13427	0	0	1	0.979166666666667	1	1	1	1	0	0	0	0
37592165	37597183	18832	18832	0	0	1	0.981718354118294	1	1	1	1	0	0	0	0
37592165	37598607	0	0	NA	0	0.0118483412322275	5.24792150391946e-05	0	0	0	0	0	0	0	0
37597283	37597620	0	0	NA	0	0.0476190476190476	0.000139925825668491	0	0	0	0	0	-437	0	0
37597283	37598607	21446	21446	0	0	1	0.973818407507665	1	1	1	1	0	0	0	0
37637232	37637483	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
37637626	37639039	122	122	0	0	1	0.143229166666667	0	1	1	1	0	0	0	0
37639130	37639257	134	134	0	0	1	0.135416666666667	0	1	1	1	0	0	0	0
37639300	37651264	146	146	0	0	1	0.106770833333333	0	1	1	1	0	0	0	0
37651460	37655087	96	96	0	0	1	0.0885416666666667	0	1	1	1	0	0	0	0
37655284	37663415	100	100	0	0	1	0.1015625	0	1	1	1	0	0	0	0
37663730	37674227	106	106	0	0	1	0.0651041666666667	0	1	1	1	0	0	0	0
37674368	37691998	101	101	0	0	1	0.0625	0	1	1	1	0	0	0	0
37692336	37745936	98	98	0	0	1	0.111979166666667	0	1	1	1	0	0	0	0
37746456	37782955	118	118	0	0	1	0.0859375	0	1	1	1	0	0	0	0
37783361	37869594	74	74	0	0	1	0.0807291666666667	0	1	1	1	0	0	0	0
38968535	38970184	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
38972595	38976539	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
38976613	38976693	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
38976798	38990669	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
39011338	39012082	0	0	NA	0	0.166666666666667	0.000917467518589675	0	0	0	0	0	0	0	0
39011488	39012082	402	402	0	0.833333333333333	1	0.99908253248141	1	1	1	1	0	0	0	0
39012234	39012690	382	382	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
39014477	39017499	553	553	0	0	1	0.986979166666667	1	1	1	1	0	0	0	0
39017545	39022325	509	509	0	0	1	0.985335534077229	1	1	1	1	0	0	0	0
39017545	39023051	0	0	NA	0	0.12	0.0003125	0	0	0	0	0	0	0	0
39017545	39024472	0	0	NA	0	0.236842105263158	0.00393529925610413	0	0	0	0	0	0	0	0
39022413	39022687	0	0	NA	0	0.0473933649289099	0.000123420221169036	0	0	0	0	0	-334	0	0
39022413	39023051	428	428	0	0	1	0.994346295982848	1	1	1	1	0	0	0	0
39022413	39024472	0	0	NA	0	0.0857142857142857	0.000321950462649515	0	0	0	0	0	0	0	0
39023131	39024472	516	516	0	0	1	0.981770833333333	1	1	1	1	0	0	0	0
39024557	39026276	493	493	0	0	1	0.9765625	1	1	1	1	0	0	0	0
39026388	39028226	388	388	0	0	1	0.916666666666667	0	1	1	1	0	0	0	0
39028321	39029280	479	479	0	0	1	0.9765625	1	1	1	1	0	0	0	0
39029376	39031562	428	428	0	0	1	0.971354166666667	1	1	1	1	0	0	0	0
39031632	39034130	423	453	0	0	1	0.902025603957417	0	1	0.910874618402184	0.956675050471989	0	0	0	0
39031632	39037197	18	453	0	0	1	0.0406827293759158	0	0.363090909090909	0.0217468189101259	0.0577233797653708	0	0	0	0
39031646	39034130	12	453	0	0	0	NA	NA	NA	0.0117017514512049	0.0412783809991262	-14	0	1	0.0264900662251656
39034197	39037197	401	401	0	0	1	0.919270833333333	0	1	1	1	0	0	0	0
39343081	39343853	0	0	NA	0	1	0.00260416666666667	0	0	0	0	974	-962	0	0
39344055	39378427	3170	3183	0	0.94949494949495	1	0.998865746031052	1	1	0.993700146255864	0.998131459147843	0	0	0	0
39344055	39600831	13	3183	0	0	0.0505050505050505	0.00113425396894769	0	0	0.00186854085215695	0.00629985374413585	0	0	0	0
39378527	39410112	0	0	NA	0	0.0252100840336134	0.000103502520194124	0	0	0	0	0	-31685	0	0
39378527	39417729	21	2789	0	0	0.014367816091954	3.74161877394636e-05	0	0	0.00432127296756712	0.0107378880220349	0	-39302	0	0
39378527	39422841	0	0	NA	0	0.0197628458498024	8.90710392260384e-05	0	0	0	0	0	-44414	0	0
39378527	39600831	2768	2789	0	0.974789915966387	1	0.99977001025284	1	1	0.989262111977965	0.995678727032433	0	0	0	0
39601391	39602353	18	3469	0	0	0.0793650793650794	0.00285912279218906	0	0.0337192569335426	0.00279793205677607	0.00757969838427323	0	529	0	0
39601391	39602594	11	3469	0	0	0.06	0.000972775069694113	0	0	0.00130000867241789	0.00504187659711224	0	288	0	0
39601391	39602882	3282	3469	0	0	1	0.94489727525826	0.871357063403782	1	0.938578789565029	0.953609160852959	0	0	0	0
39601391	39603033	158	3469	0	0	0.272727272727273	0.0486666602131902	0	0.124617346938775	0.0386078921451748	0.0524846417262579	0	-151	0	0
40559035	40559508	110	110	0	0	1	0.955578926282051	1	1	1	1	0	0	0	0
40559035	40559864	0	0	NA	0	0.0576923076923077	0.000150240384615385	0	0	0	0	0	-356	0	0
40560861	40633146	0	0	NA	0	0.366666666666667	0.00557953004556768	0	0	0	0	0	-22126	0	0
40560861	40645338	0	0	NA	0	0.192307692307692	0.00107046274038462	0	0	0	0	0	20244	0	0
40560861	40665582	88	88	0	0	1	0.936058340547381	0	1	1	1	0	0	0	0
