"initial"	"last"	"count"	"total"	"flag"	"min"	"max"	"mean"	"percentile_5"	"percentile_95"	"lower"	"upper"	"potential"	"score"
33830856	33831255	493	493	0	0	1	0.904282115869018	0	1	1	1	0	0
33831355	33835147	384	384	0	0	1	0.695214105793451	0	1	1	1	0	0
33835218	33836103	414	414	0	0	1	0.597669064558861	0	1	1	1	0	0
33835218	33837463	0	0	NA	0	0.0779220779220779	0.000196277274362917	0	0	0	0	0	0
33835218	33942252	0	0	NA	0	0.146341463414634	0.000368618295754746	0	0	0	0	0	0
33835218	33966086	0	0	NA	0	0.268292682926829	0.00126226153348981	0	0	0	0	0	0
33837504	33846113	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
34943115	35040932	28	28	0	0	1	0.0377833753148615	0	0	1	1	0	0
35041165	35042718	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
35041165	35044946	41	41	0	0	1	0.0125944584382872	0	0	1	1	0	0
35045048	35045305	52	52	0	0	1	0.0226700251889169	0	0	1	1	0	0
35045402	35048562	30	30	0	0	1	0.0201511335012594	0	0	1	1	0	0
35048685	35050256	0	0	NA	0	0.363636363636364	0.000915960613693611	0	0	0	0	0	0
35048685	35050268	54	54	0	0	1	0.00412182276162125	0	0	1	1	0	0
35050396	35056009	69	69	0	0	1	0.0327455919395466	0	0	1	1	0	0
35056130	35058716	63	63	0	0	1	0.0125944584382872	0	0	1	1	0	0
35058864	35069907	38	38	0	0	1	0.0125944584382872	0	0	1	1	0	0
35070106	35070718	48	48	0	0	1	0.0377833753148615	0	0	1	1	0	0
35070853	35098296	53	53	0	0	1	0.0100755667506297	0	0	1	1	0	0
35098406	35109289	52	52	0	0	1	0.017632241813602	0	0	1	1	0	0
35109443	35110809	77	77	0	0	1	0.0226700251889169	0	0	1	1	0	0
35110979	35117413	72	72	0	0	1	0.0226700251889169	0	0	1	1	0	0
35117494	35118227	77	77	0	0	1	0.035264483627204	0	0	1	1	0	0
35117494	35118376	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
35118291	35118376	69	69	0	0	1	0.0403022670025189	0	0	1	1	0	0
35118475	35123481	72	72	0	0	1	0.0327455919395466	0	0	1	1	0	0
35123575	35126234	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
35123575	35142268	72	72	0	0	1	0.0226700251889169	0	0	1	1	0	0
35142378	35155773	91	91	0	0	1	0.0377833753148615	0	0	1	1	0	0
35155856	35156082	73	73	0	0	1	0.0831234256926952	0	1	1	1	0	0
35156207	35157077	47	47	0	0	1	0.0503778337531486	0	0.199999999999989	1	1	0	0
35157271	35159015	70	70	0	0	1	0.0604534005037783	0	1	1	1	0	0
35160033	35160422	0	0	NA	0	0.205882352941176	0.000518595347458883	0	0	0	0	0	0
35160033	35161749	86	86	0	0	1	0.0826048303452363	0	1	1	1	0	0
35161968	35164355	64	64	0	0	1	0.0705289672544081	0	1	1	1	0	0
35164510	35171271	49	49	0	0	1	0.0100755667506297	0	0	1	1	0	0
35171453	35173463	42	42	0	0	1	0.110831234256927	0	1	1	1	0	0
35173595	35176995	77	77	0	0	1	0.0931989924433249	0	1	1	1	0	0
35177104	35182359	77	77	0	0	1	0.123425692695214	0	1	1	1	0	0
35182529	35183975	149	149	0	0	1	0.191435768261965	0	1	1	1	0	0
35184072	35195863	145	145	0	0	1	0.10831234256927	0	1	1	1	0	0
35196303	35208699	52	52	0	0	1	0.0654911838790932	0	1	1	1	0	0
35208855	35211052	63	63	0	0	1	0.0881612090680101	0	1	1	1	0	0
35211180	35232491	100	100	0	0	1	0.171284634760705	0	1	1	1	0	0
35232620	35290388	69	69	0	0	1	0.221662468513854	0	1	1	1	0	0
35290451	35291472	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
35290451	35309527	74	74	0	0	1	0.161209068010076	0	1	1	1	0	0
35309593	35349107	102	102	0	0	1	0.181360201511335	0	1	1	1	0	0
35349217	35352156	89	89	0	0	1	0.226700251889169	0	1	1	1	0	0
35352324	35432268	82	82	0	0	1	0.17632241813602	0	1	1	1	0	0
35432394	35452091	80	80	0	0	1	0.163727959697733	0	1	1	1	0	0
35452236	35472399	66	66	0	0	1	0.181360201511335	0	1	1	1	0	0
35472537	35550476	83	83	0	0	1	0.143576826196474	0	1	1	1	0	0
35550595	35550929	56	56	0	0	1	0.161209068010076	0	1	1	1	0	0
35551033	35554986	75	75	0	0	1	0.110831234256927	0	1	1	1	0	0
35555103	35566904	101	101	0	0	1	0.148614609571788	0	1	1	1	0	0
35567018	35583897	114	114	0	0	1	0.17632241813602	0	1	1	1	0	0
35584039	35593327	111	111	0	0	1	0.153652392947103	0	1	1	1	0	0
35593448	35606425	93	93	0	0	1	0.254408060453401	0	1	1	1	0	0
35606579	35628080	130	130	0	0	1	0.173803526448363	0	1	1	1	0	0
35628249	35645868	0	0	NA	0	0.4	0.00123245771860381	0	0	0	0	0	0
35628249	35646258	88	88	0	0	1	0.167533285354444	0	1	1	1	0	0
35645932	35646258	0	0	NA	0	1	0.00755667506297229	0	0	0	0	0	0
35646349	35649654	74	74	0	0	1	0.18639798488665	0	1	1	1	0	0
35649848	35651804	107	107	0	0	1	0.231738035264484	0	1	1	1	0	0
35651877	35654854	119	119	0	0	1	0.365239294710327	0	1	1	1	0	0
35655011	35655578	69	69	0	0	1	0.302267002518892	0	1	1	1	0	0
35655750	35665084	99	99	0	0	1	0.302267002518892	0	1	1	1	0	0
35665187	35667373	99	99	0	0	1	0.302267002518892	0	1	1	1	0	0
35667571	35668367	111	111	0	0	1	0.46095717884131	0	1	1	1	0	0
35668520	35670900	82	82	0	0	1	0.418136020151133	0	1	1	1	0	0
36432730	36433032	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
36432730	36433035	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
36433222	36437628	0	0	NA	0	1	0.00755667506297229	0	0	0	0	0	0
36437876	36438066	0	0	NA	0	1	0.035264483627204	0	0	0	0	0	0
36438192	36438643	0	0	NA	0	1	0.0377833753148615	0	0	0	0	0	0
36438868	36439978	0	0	NA	0	1	0.0277078085642317	0	0	0	0	0	0
36440184	36441117	0	0	NA	0	1	0.052896725440806	0	1	0	0	0	0
36441232	36442170	0	0	NA	0	1	0.0277078085642317	0	0	0	0	0	0
36442305	36442613	0	0	NA	0	1	0.0251889168765743	0	0	0	0	0	0
36674185	36694905	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
36819958	36825427	219	219	0	0	1	0.702770780856423	0	1	1	1	0	0
36825536	36827642	281	281	0	0	1	0.692695214105793	0	1	1	1	0	0
36827750	36828335	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
37000823	37001748	0	0	NA	0	0.212765957446809	0.00139004135319124	0	0	0	0	0	0
37000823	37002272	1296	1320	0	0	1	0.887180785209685	0	1	0.974610372379484	0.98902599125688	0	0
37000823	37002487	24	1320	0	0	0.428571428571429	0.0131923976184843	0	0.0339067702552717	0.0109740087431202	0.0253896276205161	0	0
37001802	37002272	34	34	0	0	1	0.130982367758186	0	1	1	1	0	0
37002310	37002452	0	0	NA	0	0.00968992248062015	2.4407865190479e-05	0	0	0	0	0	0
37002310	37002487	1762	1762	0	0	1	0.992418917071837	1	1	1	1	0	0
37002552	37002933	2335	2335	0	0	1	0.992443324937028	1	1	1	1	0	0
37003008	37003494	24	1803	0	0	0.4	0.00819133777422471	0	0	0.00802114316387751	0.0186011530091674	0	0
37003008	37004515	1779	1803	0	0	1	0.976674721704564	0.916179740817422	1	0.981398846990833	0.991978856836123	0	0
37003008	37005919	0	0	NA	0	0.00817438692098093	2.05903952669545e-05	0	0	0	0	0	0
37003518	37004515	11	11	0	0	1	0.0226700251889169	0	0	1	1	0	0
37004562	37005919	1541	1657	0	0	1	0.895442345095868	0.76140350877193	1	0.917708188151026	0.942279741842939	0	0
37004562	37005956	116	1657	0	0	0.35	0.102038763216475	0	0.235986307231493	0.0577202581570611	0.0822918118489739	0	0
37006026	37006114	1455	1455	0	0	1	0.997271200671704	1	1	1	1	0	0
37006026	37006974	0	0	NA	0	0.0833333333333333	0.000209907640638119	0	0	0	0	0	0
37006161	37006974	1611	1611	0	0	1	0.994962216624685	1	1	1	1	0	0
37007072	37008056	1238	1278	0	0	1	0.945585765756765	0.849811320754717	1	0.959154465071557	0.97824772585176	0	0
37007072	37008061	40	1278	0	0	0.303030303030303	0.04937645086792	0	0.147058823529412	0.0217522741482396	0.0408455349284427	0	0
37008178	37008728	1041	1041	0	0	1	0.994962216624685	1	1	1	1	0	0
37008836	37009183	1026	1026	0	0	1	0.997481108312343	1	1	1	1	0	0
38349922	38349998	3767	3767	0	0	1	0.997393239997657	1	1	1	1	0	0
38349926	38349998	0	0	NA	0	0.0348837209302326	8.78683146857243e-05	0	0	0	0	0	0
38350056	38350149	0	0	NA	0	0.352941176470588	0.000889020595643799	0	0	0	0	0	0
38350056	38350196	20	4384	0	0	0	NA	NA	NA	0.00256720584449577	0.00655688174674511	1	0.00456204379562044
38350056	38354238	4364	4384	0	0	1	0.989035412653727	1	1	0.993443118253255	0.997432794155504	0	0
38350228	38354238	93	93	0	0	1	0.0604534005037783	0	1	1	1	0	0
38354297	38358092	3501	3519	0	0	1	0.913262949094364	0	1	0.992527911047575	0.997241909924293	0	0
38354297	38359300	18	3519	0	0	1	0.00613251690059817	0	0	0.00275809007570746	0.00747208895242553	0	0
38358133	38359300	3657	3657	0	0	1	0.929471032745592	0	1	1	1	0	0
38359334	38360040	291	4590	0	0	1	0.185241050287534	0	0.749473684210526	0.0563490476093301	0.070448338011585	0	0
38359334	38360710	4299	4590	0	0	1	0.708965498830854	0	1	0.929551661988415	0.94365095239067	0	0
38360077	38360710	22	22	0	0	1	0.00755667506297229	0	0	1	1	0	0
38697788	38764303	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38764451	38769577	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38769809	38783069	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
38783196	38784556	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
38784809	38846572	0	0	NA	0	1	0.00755667506297229	0	0	0	0	0	0
38846723	38848460	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38848671	38850037	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38850236	38850943	0	0	NA	0	1	0.0151133501259446	0	0	0	0	0	0
38851109	38851685	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
38856257	38857874	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
38858034	38859286	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38861576	38864274	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38872935	38874481	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38874587	38876021	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38876150	38876247	0	0	NA	0	1	0.00755667506297229	0	0	0	0	0	0
38876383	38877116	0	0	NA	0	1	0.0100755667506297	0	0	0	0	0	0
38877244	38878133	0	0	NA	0	1	0.0151133501259446	0	0	0	0	0	0
38878322	38878830	0	0	NA	0	1	0.00755667506297229	0	0	0	0	0	0
38878978	38879375	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
38878978	38880283	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
39038466	39039135	17	236	0	0	0.238095238095238	0.0015381222943326	0	0	0.0390475238262094	0.10502027278396	0	0
39038724	39039135	219	236	0	0	1	0.864960618259824	0	1	0.89497972721604	0.960952476173791	0	0
39039289	39039563	407	407	0	0	1	0.896725440806045	0	1	1	1	0	0
39039712	39042104	198	306	0	0	1	0.407104100111738	0	1	0.593513887443227	0.700603759615596	0	0
39039712	39042205	0	0	NA	0	0.157894736842105	0.000397719740156436	0	0	0	0	0	0
39039712	39044089	108	306	0	0	1	0.0381777253029331	0	0.20986842105263	0.299396240384404	0.406486112556773	0	0
39039712	39047039	0	0	NA	0	1	0.0329098755000842	0	0.0141592920353974	0	0	0	0
39042306	39044089	147	147	0	0	1	0.90176322418136	0	1	1	1	0	0
39044182	39047039	244	244	0	0	1	0.685138539042821	0	1	1	1	0	0
39047153	39047673	306	306	0	0	1	0.977329974811083	1	1	1	1	0	0
39655880	39659363	91	91	0	0	1	0.659949622166247	0	1	1	1	0	0
39656891	39659363	0	0	NA	0	1	0.00755667506297229	0	0	0	0	0	0
39659508	39660809	116	116	0	0	1	0.783375314861461	0	1	1	1	0	0
39660882	39665095	149	149	0	0	1	0.811083123425693	0	1	1	1	0	0
39665155	39670328	0	0	NA	0	0.178571428571429	0.000449802087081684	0	0	0	0	0	0
39665155	39677467	128	128	0	0	1	0.800557754587981	0	1	1	1	0	0
39677580	39678091	0	0	NA	0	1	0.00318175792125149	0	0	0	0	0	0
39677580	39679537	149	149	0	0	1	0.817976932255071	0	1	1	1	0	0
39678194	39679537	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
39679621	39679974	138	138	0	0	1	0.939546599496222	0	1	1	1	0	0
39680046	39682170	129	129	0	0	1	0.884130982367758	0	1	1	1	0	0
39682265	39687502	82	82	0	0	1	0.793450881612091	0	1	1	1	0	0
39683884	39687502	0	0	NA	0	1	0.0100755667506297	0	0	0	0	0	0
39687589	39687707	0	0	NA	0	0.0652173913043478	0.000164275544847224	0	0	0	0	0	0
39687632	39687707	48	48	0	0	1	0.92426897382543	0	1	1	1	0	0
39687800	39689759	64	64	0	0	1	0.914357682619647	0	1	1	1	0	0
39689825	39694633	73	73	0	0	1	0.72544080604534	0	1	1	1	0	0
39694726	39699463	56	73	0	0	0	NA	NA	NA	0.670163812652299	0.864082762690166	1	0.767123287671233
39694726	39699500	17	73	0	0	1	0.730385297135927	0	1	0.135917237309833	0.329836187347701	0	0
39694726	39719235	0	0	NA	0	0.037037037037037	9.3292284728053e-05	0	0	0	0	0	0
39699619	39719235	100	100	0	0	1	0.929471032745592	0	1	1	1	0	0
39716138	39719235	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
39719368	39719659	134	134	0	0	1	0.952141057934509	1	1	1	1	0	0
39719828	39723332	244	244	0	0	1	0.947103274559194	0	1	1	1	0	0
39723441	39724507	231	231	0	0	1	0.947103274559194	0	1	1	1	0	0
39724562	39727468	217	217	0	0	1	0.959697732997481	1	1	1	1	0	0
39727549	39732043	0	0	NA	0	0.466666666666667	0.00178883665696042	0	0	0	0	0	0
39727549	39750945	172	172	0	0	1	0.947833329589891	0.426666666666667	1	1	1	0	0
39732179	39750945	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
40789664	40793157	307	307	0	0	1	0.0806045340050378	0	1	1	1	0	0
40793282	40799056	300	300	0	0	1	0.221662468513854	0	1	1	1	0	0
40799316	40805117	297	297	0	0	1	0.28463476070529	0	1	1	1	0	0
40805256	40807293	225	238	0	0	1	0.230089687810091	0	1	0.916507700080213	0.974248602440795	0	0
40805256	40808437	13	238	0	0	1	0.0293561560186245	0	0	0.025751397559205	0.0834922999197865	0	0
40807464	40808437	352	352	0	0	1	0.249370277078086	0	1	1	1	0	0
40808597	40809542	450	450	0	0	1	0.294710327455919	0	1	1	1	0	0
41061676	41062643	1371	1395	0	0	1	0.908899114456458	0	1	0.975972011759697	0.989619386089765	0	0
41061877	41062643	0	0	NA	0	1	0.00265653604217423	0	0	0	0	0	0
41062241	41062643	24	1395	0	0	0.0737327188940092	0.000283140433358137	0	0	0.0103806139102349	0.0240279882403027	0	0
41062713	41065015	0	0	NA	0	0.192307692307692	0.000896256797700527	0	0	0	0	0	0
41062717	41064120	0	0	NA	0	0.0394088669950739	9.92666674938889e-05	0	0	0	0	0	0
41062717	41065015	1186	1197	0	0	1	0.938276287846919	0	1	0.985404639405177	0.996216079057647	0	0
41062717	41065163	0	0	NA	0	0.109090909090909	0.000274788184108083	0	0	0	0	0	0
41062875	41065015	11	1197	0	0	0	NA	NA	NA	0.00378392094235303	0.0145953605948232	1	0.00918964076858814
41064152	41065015	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
41065079	41065163	1145	1145	0	0	1	0.977329974811083	1	1	1	1	0	0
41065288	41068560	1394	1394	0	0	1	0.987405541561713	1	1	1	1	0	0
41068738	41071526	1220	1220	0	0	1	0.955829749737208	0.702962962962963	1	1	1	0	0
41068738	41072781	0	0	NA	0	0.5	0.0189813333862173	0	0.192735042735043	0	0	0	0
41071574	41072781	1199	1199	0	0	1	0.959697732997481	1	1	1	1	0	0
41072031	41072781	0	0	NA	0	1	0.0100755667506297	0	0	0	0	0	0
41072180	41072781	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
41072858	41076043	1148	1148	0	0	1	0.959107214302396	0.995555555555556	1	1	1	0	0
41072858	41080645	0	0	NA	0	0.106382978723404	0.000590518695085041	0	0	0	0	0	0
41076238	41080645	1174	1174	0	0	1	0.987405541561713	1	1	1	1	0	0
41080810	41082703	1182	1182	0	0	1	0.97727959697733	1	1	1	1	0	0
41080810	41082759	0	0	NA	0	0.02	5.03778337531486e-05	0	0	0	0	0	0
41311583	41316845	151	151	0	0	1	0.803203513530969	0	1	1	1	0	0
41311583	41318805	0	0	NA	0	0.666666666666667	0.00284182651940838	0	0	0	0	0	0
41316931	41318805	128	128	0	0	1	0.765743073047859	0	1	1	1	0	0
41318911	41320666	190	190	0	0	1	0.707808564231738	0	1	1	1	0	0
41320082	41320666	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
41320825	41323055	252	252	0	0	1	0.838790931989924	0	1	1	1	0	0
41323191	41325697	164	164	0	0	1	0.760705289672544	0	1	1	1	0	0
41325852	41328723	243	243	0	0	1	0.793450881612091	0	1	1	1	0	0
41328844	41331273	251	251	0	0	1	0.871335872529032	0	1	1	1	0	0
41328844	41358303	0	0	NA	0	0.027027027027027	6.80781537204711e-05	0	0	0	0	0	0
41328846	41331277	0	0	NA	0	0.0526315789473684	0.000132573246718812	0	0	0	0	0	0
41331370	41334799	0	0	NA	0	0.4	0.00100755667506297	0	0	0	0	0	0
41331370	41336649	197	219	0	0	1	0.751105558511101	0	1	0.859729512797473	0.939357245193395	0	0
41331370	41355143	22	219	0	0	1	0.049048812698917	0	0.357714285714286	0.0606427548066053	0.140270487202527	0	0
41331370	41358303	0	0	NA	0	1	0.00992119554061156	0	0	0	0	0	0
41336757	41341410	0	0	NA	0	0.5	0.00412151961133453	0	0	0	0	0	0
41336757	41355143	164	185	0	0	1	0.626212183942166	0	1	0.840774504684774	0.932198468288199	0	0
41336757	41358303	21	185	0	0	1	0.0422103770510336	0	0.364705882352941	0.0678015317118014	0.159225495315226	0	0
41355217	41357687	0	0	NA	0	0.208333333333333	0.000524769101595298	0	0	0	0	0	0
41355217	41358303	151	151	0	0	1	0.727434928631402	0	1	1	1	0	0
41357725	41358303	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
41358474	41358809	110	110	0	0	1	0.891687657430731	0	1	1	1	0	0
41358963	41362030	210	210	0	0	1	0.889168765743073	0	1	1	1	0	0
41362160	41362730	70	198	0	0	1	0.487999935651971	0	1	0.286944851242111	0.420125855828596	0	0
41362160	41367438	128	198	0	0	1	0.282679352557991	0	1	0.579874144171404	0.713055148757889	0	0
41362160	41372202	0	0	NA	0	0.0403225806451613	0.000101568213211993	0	0	0	0	0	0
41362874	41366452	0	0	NA	0	0.433333333333333	0.001222940167196	0	0	0	0	0	0
41362874	41367438	74	74	0	0	1	0.751538152644275	0	1	1	1	0	0
41362874	41374741	0	0	NA	0	0.153846153846154	0.000387521798101143	0	0	0	0	0	0
41367653	41369089	282	282	0	0	1	0.934279825967483	0	1	1	1	0	0
41367653	41372202	0	0	NA	0	0.0909090909090909	0.000228990153423403	0	0	0	0	0	0
41369284	41372202	228	228	0	0	1	0.928046556774891	0	1	1	1	0	0
41369284	41372731	0	0	NA	0	1	0.00646225934601566	0	0	0	0	0	0
41372312	41372731	105	105	0	0	1	0.916876574307305	0	1	1	1	0	0
41372831	41373636	111	111	0	0	1	0.927779254307457	0	1	1	1	0	0
41372831	41373660	0	0	NA	0	0.0571428571428571	0.000200414059966081	0	0	0	0	0	0
41372831	41373767	0	0	NA	0	0.157894736842105	0.000397719740156436	0	0	0	0	0	0
41372831	41374741	0	0	NA	0	0.406779661016949	0.0010936446380124	0	0	0	0	0	0
41373781	41374741	143	143	0	0	1	0.948905272377828	0.60952380952381	1	1	1	0	0
41373881	41374741	0	0	NA	0	0.238095238095238	0.000716893869023211	0	0	0	0	0	0
41374840	41375404	181	181	0	0	1	0.969773299748111	1	1	1	1	0	0
41457757	41458284	29	29	0	0	1	0.591939546599496	0	1	1	1	0	0
41457808	41458284	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
41458471	41458971	0	0	NA	0	0.0652173913043478	0.000365475737435533	0	0	0	0	0	0
41458471	41459043	0	0	NA	0	0.116279069767442	0.00460138226175556	0	0.0406203288490284	0	0	0	0
41458471	41459047	0	0	NA	0	0.0588235294117647	0.000300310535962966	0	0	0	0	0	0
41458471	41460881	0	0	NA	0	0.0857142857142857	0.000357669031814542	0	0	0	0	0	0
41458471	41466822	162	162	0	0	1	0.991286078371834	0.94628298700755	1	1	1	0	0
41458471	41466828	0	0	NA	0	0.0752688172043011	0.000570192373540162	0	0	0	0	0	0
41459240	41460881	0	0	NA	0	1	0.0122245512673724	0	0	0	0	0	0
41459240	41466822	0	0	NA	0	1	0.327825826566381	0	1	0	0	0	0
41462120	41466822	0	0	NA	0	1	0.0201203575689854	0	0	0	0	0	0
41462120	41466828	0	0	NA	0	0.458333333333333	0.00254966761993144	0	0	0	0	0	0
41465208	41466828	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
41466931	41468775	268	268	0	0	1	0.997416044689414	1	1	1	1	0	0
41466931	41468784	0	0	NA	0	0.025830258302583	6.50636229284207e-05	0	0	0	0	0	0
41468310	41468775	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
41468839	41470477	334	334	0	1	1	1	1	1	1	1	0	0
42048102	42048761	35	35	0	0	0	NA	NA	NA	1	1	1	1
42048966	42127462	38	38	0	0	1	0.0251889168765743	0	0	1	1	0	0
42127574	42129551	50	50	0	0	1	0.0775981148939628	0	1	1	1	0	0
42127574	42155290	0	0	NA	0	0.193548387096774	0.000487527423417567	0	0	0	0	0	0
42129633	42155290	48	48	0	0	1	0.0554156171284635	0	1	1	1	0	0
42153916	42155290	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
42155396	42155666	71	71	0	0	1	0.0780856423173804	0	1	1	1	0	0
42155800	42159265	68	68	0	0	1	0.052896725440806	0	1	1	1	0	0
42159373	42160010	46	46	0	0	1	0.0377833753148615	0	0	1	1	0	0
42160137	42165330	61	61	0	0	1	0.0957178841309824	0	1	1	1	0	0
42165434	42166514	47	47	0	0	1	0.0611490943984647	0	1	1	1	0	0
42165434	42168439	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
42165453	42166514	0	0	NA	0	0.380952380952381	0.00182319779297109	0	0	0	0	0	0
42166675	42168439	62	62	0	0	1	0.0881612090680101	0	1	1	1	0	0
42168549	42168678	91	91	0	0	1	0.138539042821159	0	1	1	1	0	0
42168819	42174059	79	79	0	0	1	0.153652392947103	0	1	1	1	0	0
42174145	42178134	87	87	0	0	1	0.136020151133501	0	1	1	1	0	0
42178221	42187048	76	76	0	0	1	0.173803526448363	0	1	1	1	0	0
42187149	42189035	74	74	0	0	1	0.141057934508816	0	1	1	1	0	0
42189310	42190402	88	88	0	0	1	0.0906801007556675	0	1	1	1	0	0
42190526	42194884	68	68	0	0	1	0.128463476070529	0	1	1	1	0	0
42195017	42195762	0	0	NA	0	0.176470588235294	0.0004445102978219	0	0	0	0	0	0
42195017	42198477	69	69	0	0	1	0.0977922655208179	0	1	1	1	0	0
42198596	42199565	67	67	0	0	1	0.103274559193955	0	1	1	1	0	0
42199677	42199812	71	71	0	0	1	0.17632241813602	0	1	1	1	0	0
42199910	42204346	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
42199910	42206038	57	57	0	0	1	0.10831234256927	0	1	1	1	0	0
42206147	42208958	43	43	0	0	1	0.158690176322418	0	1	1	1	0	0
42206147	42209330	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
42209073	42209330	49	49	0	0	1	0.10831234256927	0	1	1	1	0	0
42209466	42210601	60	60	0	0	1	0.143576826196474	0	1	1	1	0	0
42210766	42214506	84	84	0	0	1	0.193954659949622	0	1	1	1	0	0
42214613	42215574	39	49	0	0	1	0.151306675062972	0	1	0.68307026644333	0.908766468250547	0	0
42214627	42215574	10	49	0	0	1	0.00990239294710328	0	0	0.0912335317494527	0.31692973355667	0	0
42215668	42219229	70	70	0	0	1	0.105793450881612	0	1	1	1	0	0
42219350	42219685	99	99	0	0	1	0.204030226700252	0	1	1	1	0	0
42219795	42221263	0	0	NA	0	0.41025641025641	0.00149739782511889	0	0	0	0	0	0
42219795	42229098	79	79	0	0	1	0.152154995121984	0	1	1	1	0	0
42221395	42229098	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
42272229	42285228	0	0	NA	0	0.242424242424242	0.000610640409129074	0	0	0	0	0	0
42272229	42285985	201	241	0	0	1	0.0613678805776869	0	1	0.787050789356314	0.880999003174807	0	0
42272229	42286299	40	241	0	0	1	0.0110693379552495	0	0	0.119000996825193	0.212949210643686	0	0
42285322	42285985	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
42286036	42286299	371	371	0	0	1	0.161209068010076	0	1	1	1	0	0
42286400	42292384	567	567	0	0	1	0.234256926952141	0	1	1	1	0	0
42291396	42292384	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
42292502	42295694	583	583	0	0	1	0.302267002518892	0	1	1	1	0	0
42295743	42297047	321	367	0	0	1	0.259032692282063	0	1	0.84078369049203	0.908535110597888	0	0
42295743	42297078	0	0	NA	0	0.111111111111111	0.000279876854184159	0	0	0	0	0	0
42295743	42298532	46	367	0	0	1	0.00768994975544094	0	0	0.0914648894021118	0.15921630950797	0	0
42297183	42298532	358	358	0	0	1	0.251889168765743	0	1	1	1	0	0
42298798	42299362	696	696	0	0	1	0.518891687657431	0	1	1	1	0	0
42303864	42308453	698	698	0	0	1	0.856423173803526	0	1	1	1	0	0
42308610	42313046	148	1074	0	0	1	0.149488763035281	0	0.583333333333333	0.117187480754095	0.158417733398605	0	0
42308610	42313893	926	1074	0	0	1	0.674188818828699	0	1	0.841582266601395	0.882812519245905	0	0
42313131	42313893	177	177	0	0	1	0.36272040302267	0	1	1	1	0	0
42313941	42317527	950	997	0	0	1	0.905725495357611	0	1	0.939702569647696	0.966014581806667	0	0
42313941	42319087	47	997	0	0	0.466666666666667	0.00863218726203674	0	0	0.0339854181933332	0.0602974303523037	0	0
42317689	42319087	595	595	0	0	1	0.91183879093199	0	1	1	1	0	0
42600982	42606496	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
43023735	43028056	0	0	NA	0	0.013745704467354	3.46239407238135e-05	0	0	0	0	0	0
43023735	43037764	0	0	NA	0	0.166666666666667	0.000419815281276238	0	0	0	0	0	0
43023735	43065685	4133	4191	0	0	1	0.984024810922816	1	1	0.98262389231456	0.98969774929842	0	0
43023735	43068929	38	4191	0	0	0.135135135135135	0.00040739972923943	0	0	0.0061972437275423	0.0119368531467121	0	0
43023735	43078611	20	4191	0	0	0	NA	NA	NA	0.00268564861014684	0.00685861290261861	1	0.00477213075638272
43055544	43059393	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
43062296	43065685	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
